S K T
Phone No: 9150366098


Cash and Bank Statement
Dated: 2023-04-01-2024-03-31


Date,Type,Txn No,Party,Invoice numbers,Mode,Paid,Received,Balance
2023-05-27,Payment-in,917,RAJARAM BANGLES. JAYANKONDAM,"SKT001288, SKT001201",Cash,0,25000.0,-
2023-05-27,Expense,1409,"","",Cash,50.0,0,-
2023-05-27,Expense,1407,"","",Cash,280.0,0,-
2023-05-26,Payment-in,925,"SRI MURUGAN BANGLE STORE , TINDIVANAM",SKT001172,Cash,0,5000.0,-
2023-05-26,Expense,1408,"","",Cash,20.0,0,-
2023-05-26,Expense,1406,"","",Cash,660.0,0,-
2023-05-26,Payment-in,916,"BALAJI NOVELTY , Tindivanaam","",Cash,0,15000.0,-
2023-05-26,Payment-in,915,TIRUMALA TEXTILES,SKT001352,Cash,0,10700.0,-
2023-05-26,Payment-in,914,BISMI CUT PIECE. Thiruvannamalai,"SKT001366, SKT001252",Cash,0,20000.0,-
2023-05-26,Payment-in,913,"KAVERI BANGLES STORE , THIRUVANNAMALAI","",Cash,0,10000.0,-
2023-05-25,Expense,1405,"","",Cash,50.0,0,-
2023-05-25,Payment-in,912,"RAJA CUT PIECE , KALLAKURICHI",SKT001234,Cheque,0,1500.0,-
2023-05-25,Payment-in,911,"RAJA CUT PIECE , KALLAKURICHI","SKT001289, SKT001234",Cash,0,5500.0,-
2023-05-25,Payment-in,910,"KRISHNA NOVELTY , Attur","",Cash,0,5000.0,-
2023-05-25,Payment-in,909,"SHUNDA TRADERS , Salem","SKT001370, SKT001338",Cash,0,15000.0,-
2023-05-24,Expense,1404,"","",Cash,265.0,0,-
2023-05-24,Expense,1403,"","",Cash,20.0,0,-
2023-05-24,Expense,1402,"","",Cash,200.0,0,-
2023-05-23,Expense,1401,"","",Cash,90.0,0,-
2023-05-23,Payment-in,908,"SRI RAM ENTERPRISES , Karnataka,",SKT001433,Cash,0,13225.0,-
2023-05-23,Payment-in,907,"BALAJI HOSIERY, Mysore","SKT001263, SKT001205",Cash,0,30000.0,-
2023-05-22,Expense,1400,"","",Cash,220.0,0,-
2023-05-22,Expense,1399,"","",Cash,100.0,0,-
2023-05-22,Expense,1398,"","",Cash,50.0,0,-
2023-05-20,Expense,1397,"","",Cash,70.0,0,-
2023-05-20,Expense,1396,"","",Cash,30.0,0,-
2023-05-20,Payment-in,906,"RAJA CUT PIECE , KALLAKURICHI","SKT001234, SKT001197",Cheque,0,5000.0,-
2023-05-19,Expense,1395,"","",Cash,20.0,0,-
2023-05-19,Expense,1394,"","",Cash,420.0,0,-
2023-05-19,Expense,1393,"","",Cash,200.0,0,-
2023-05-18,Expense,1392,"","",Cash,150.0,0,-
2023-05-17,Expense,1391,"","",Cash,70.0,0,-
2023-05-17,Expense,1390,"","",Cash,20.0,0,-
2023-05-17,Payment-out,398,"BANKE BIHARI METAL WORKS ,Aligarh","433, 411, 379, 377, 314",Cash,150198.0,0,-
2023-05-17,Expense,1389,"","",Bank,4000.0,0,-
2023-05-17,Expense,1388,"","",Cash,200.0,0,-
2023-05-17,Expense,1387,"","",Cash,30.0,0,-
2023-05-17,Payment-in,905,"JAGDISH AGENCY , Chennai","SKT001424, SKT001322",Cash,0,4965.0,-
2023-05-16,Expense,1386,"","",Cash,50.0,0,-
2023-05-16,Expense,1385,"","",Cash,100.0,0,-
2023-05-16,Expense,1384,"","",Cash,470.0,0,-
2023-05-16,Expense,1383,"","",Cash,440.0,0,-
2023-05-15,Expense,1382,"","",Cash,20.0,0,-
2023-05-15,Expense,1381,"","",Cash,30.0,0,-
2023-05-15,Payment-in,904,"IMTHIYAZ CAP & OPTICAL  , VELLORE-","",Cheque,0,2450.0,-
2023-05-15,Payment-in,903,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM",SKT001391,Cheque,0,10540.0,-
2023-05-13,Expense,1380,"","",Cash,40.0,0,-
2023-05-13,Expense,1379,"","",Cash,600.0,0,-
2023-05-13,Expense,1378,"","",Cash,120.0,0,-
2023-05-13,Expense,1377,"","",Cash,200.0,0,-
2023-05-13,Expense,1376,"","",Cash,20.0,0,-
2023-05-13,Expense,1375,"","",Cash,80.0,0,-
2023-05-12,Expense,1374,"","",Cash,40.0,0,-
2023-05-11,Expense,1373,"","",Cash,30.0,0,-
2023-05-11,Expense,1372,"","",Cash,140.0,0,-
2023-05-11,Expense,1371,"","",Cash,40.0,0,-
2023-05-10,Sales Invoice,SKT001419,Cash Sale,"",Cash,0,150.0,-
2023-05-10,Expense,1370,"","",Cash,40.0,0,-
2023-05-09,Expense,1369,"","",Cash,20.0,0,-
2023-05-09,Expense,1368,"","",Cash,140.0,0,-
2023-05-09,Expense,1367,"","",Cash,950.0,0,-
2023-05-09,Expense,1366,"","",Cash,1500.0,0,-
2023-05-08,Payment-out,397,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","435, 421, 417, 409",Cash,150000.0,0,-
2023-05-08,Expense,1365,"","",Cash,70.0,0,-
2023-05-08,Expense,1364,"","",Cash,200.0,0,-
2023-05-08,Expense,1363,"","",Cash,410.0,0,-
2023-05-08,Payment-out,396,"R S TEXTILES , AMBEDKAR NAGAR U.P","402, 371",Online,15900.0,0,-
2023-05-08,Payment-out,395,"R S TEXTILES , AMBEDKAR NAGAR U.P",371,Online,7269.0,0,-
2023-05-08,Expense,1362,"","",Cash,220.0,0,-
2023-05-08,Add Money,103,"","",Bank,0,30000.0,-
2023-05-08,Reduce Money,96,"","",Cash,30000.0,0,-
2023-05-06,Expense,1361,"","",Cash,80.0,0,-
2023-05-06,Expense,1360,"","",Cash,300.0,0,-
2023-05-06,Payment-out,394,"SUMEET TEXILES , KARUR","439, 432",Cash,8300.0,0,-
2023-05-06,Expense,1359,"","",Bank,15000.0,0,-
2023-05-06,Expense,1358,"","",Cash,60.0,0,-
2023-05-06,Expense,1357,"","",Bank,240.0,0,-
2023-05-06,Payment-out,393,"SUMEET TEXILES , KARUR",439,Online,8789.0,0,-
2023-05-05,Expense,1356,"","",Cash,40.0,0,-
2023-05-05,Expense,1355,"","",Cash,50.0,0,-
2023-05-05,Expense,1354,"","",Cash,60.0,0,-
2023-05-05,Payment-out,392,UKESH LOAN BOI,"",Online,10000.0,0,-
2023-05-05,Add Money,102,"","",Cash,0,7600.0,-
2023-05-05,Reduce Money,95,"","",Bank,7600.0,0,-
2023-05-05,Add Money,101,"","",Bank,0,20000.0,-
2023-05-05,Reduce Money,94,"","",Bank,20000.0,0,-
2023-05-05,Payment-out,391,"K.L.M TEXTILES , Erode",431,Online,36750.0,0,-
2023-05-04,Add Money,100,"","",Bank,0,200.0,-
2023-05-04,Reduce Money,93,"","",Cash,200.0,0,-
2023-05-04,Payment-out,390,"DEEPA TRADERS , Komarapalayam",425,Online,15200.0,0,-
2023-05-04,Expense,1353,"","",Cash,15000.0,0,-
2023-05-04,Payment-out,389,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-05-04,Expense,1352,"","",Cash,300.0,0,-
2023-05-04,Expense,1351,"","",Cash,60.0,0,-
2023-05-04,Expense,1350,"","",Cash,50.0,0,-
2023-05-04,Payment-out,388,"JAIPUR TEXTILES , JAIPUR,","401, 300",Online,17640.0,0,-
2023-05-04,Payment-out,387,"SUBH LAKSHMI MARKETING , Chennai",422,Cash,7360.0,0,-
2023-05-04,Payment-out,386,"BALAMURUGAN TEXTILES , Erode",440,Online,24546.0,0,-
2023-05-04,Add Money,99,"","",Bank,0,70000.0,-
2023-05-04,Reduce Money,92,"","",Cash,70000.0,0,-
2023-05-04,Payment-in,902,BISMI CUT PIECE. Thiruvannamalai,SKT001252,Online,0,7000.0,-
2023-05-03,Expense,1349,"","",Cash,10000.0,0,-
2023-05-03,Add Money,98,"","",Bank,0.0,0,-
2023-05-03,Payment-in,901,"SHA HANJARIMAL DEVICHAND , Perambalur","",Cash,0,35000.0,-
2023-05-03,Expense,1348,"","",Cash,40.0,0,-
2023-05-03,Expense,1347,"","",Cash,300.0,0,-
2023-05-03,Payment-in,899,"SUNDHA FANCY STORE , THURAIYUR","SKT001340, SKT001207, SKT001031",Online,0,15000.0,-
2023-05-03,Payment-out,385,"RAMDEV TRADING COMPANY , AHMEDABAD",423,Online,18000.0,0,-
2023-05-03,Payment-out,384,"RAMDEV TRADING COMPANY , AHMEDABAD",423,Online,17100.0,0,-
2023-05-03,Payment-out,383,"RAMDEV TRADING COMPANY , AHMEDABAD","423, 410",Online,18900.0,0,-
2023-05-03,Payment-out,382,"RAMDEV TRADING COMPANY , AHMEDABAD","410, 399",Online,17955.0,0,-
2023-05-03,Payment-out,381,"JAIPUR TEXTILES , JAIPUR,",430,Online,16100.0,0,-
2023-05-03,Expense,1346,"","",Cash,750.0,0,-
2023-05-03,Reduce Money,91,"","",Cash,60100.0,0,-
2023-05-03,Reduce Money,90,"","",Cash,36700.0,0,-
2023-05-03,Add Money,97,"","",Bank,0,60000.0,-
2023-05-03,Reduce Money,89,"","",Cash,60000.0,0,-
2023-05-03,Add Money,96,"","",Bank,0,36700.0,-
2023-05-03,Add Money,95,"","",Bank,0,60100.0,-
2023-05-02,Expense,1345,"","",Cash,50.0,0,-
2023-05-02,Reduce Money,88,"","",Bank,20.0,0,-
2023-05-02,Payment-out,380,"NANAK TRADERS(KUNAL),  AHMEDABAD","420, 382",Online,38304.0,0,-
2023-05-02,Expense,1344,"","",Cash,280.0,0,-
2023-05-02,Expense,1343,"","",Cash,150.0,0,-
2023-05-02,Expense,1342,"","",Cash,30.0,0,-
2023-05-01,Expense,1341,"","",Cash,160.0,0,-
2023-05-01,Payment-in,898,"RAJA CUT PIECE , KALLAKURICHI",SKT001197,Cash,0,5000.0,-
2023-05-01,Expense,1340,"","",Cash,3600.0,0,-
2023-05-01,Expense,1339,"","",Cash,3675.0,0,-
2023-04-29,Payment-in,897,"BALAJI NOVELTY , Tindivanaam","",Cash,0,10000.0,-
2023-04-29,Expense,1338,"","",Cash,100.0,0,-
2023-04-29,Payment-in,896,"SRI MURUGAN BANGLE STORE , TINDIVANAM",SKT001535,Cash,0,7900.0,-
2023-04-29,Payment-in,895,"SANTHOSH PLASTICS , TINDIVANAM","",Cash,0,15000.0,-
2023-04-28,Expense,1337,"","",Cash,170.0,0,-
2023-04-28,Expense,1335,"","",Cash,50.0,0,-
2023-04-27,Payment-in,894,"POONAM NOVELTY , VANDAVASI","",Cash,0,27837.0,-
2023-04-27,Expense,1334,"","",Cash,30.0,0,-
2023-04-27,Expense,1333,"","",Cash,140.0,0,-
2023-04-27,Payment-in,892,TIRUMALA TEXTILES,"SKT001352, SKT001249",Cash,0,15000.0,-
2023-04-27,Payment-in,891,"KAVERI BANGLES STORE , THIRUVANNAMALAI","",Cash,0,10000.0,-
2023-04-27,Payment-in,890,BISMI CUT PIECE. Thiruvannamalai,"SKT001252, SKT001196",Cash,0,18000.0,-
2023-04-27,Payment-out,379,"RSC TEXTILES , SOLAPUR-",436,Online,25950.0,0,-
2023-04-27,Payment-in,889,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001391, SKT001362, SKT001280",Cash,0,13700.0,-
2023-04-26,Expense,1331,"","",Cash,30.0,0,-
2023-04-26,Expense,1330,"","",Cash,300.0,0,-
2023-04-26,Expense,1329,"","",Cash,100.0,0,-
2023-04-26,Expense,1328,"","",Cash,975.0,0,-
2023-04-26,Payment-in,888,"AMBIKA FANCY STORE, Chidambaram","SKT001309, SKT001306",Cash,0,10000.0,-
2023-04-26,Payment-in,887,"MAHALAKSHMI NOVELTY , ULUNDURPET",SKT001167,Cash,0,5000.0,-
2023-04-26,Payment-in,886,"MATAJI BANGLES , CHIDAMBARAM",SKT001348,Cash,0,9500.0,-
2023-04-26,Payment-in,885,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001343, SKT001314, SKT001261",Cash,0,5800.0,-
2023-04-26,Payment-in,884,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI","SKT001379, SKT001310",Cash,0,20000.0,-
2023-04-26,Payment-in,883,"SRI MAHALAKSHMI FANCY , MAYAVARAM, MAYILADUTHURAI",SKT001158,Cash,0,10000.0,-
2023-04-26,Payment-in,882,"SRI MAHADEV BANGLE STORE , VIRUDACHALAM",SKT002209,Cash,0,5000.0,-
2023-04-26,Payment-in,881,"BALAJI BANGLE STORE, Virudachalam","SKT001336, SKT001122",Cash,0,7400.0,-
2023-04-26,Payment-in,880,"SRI POTHYS SILK EMPORIUM , VIRUDHACHALAM,","",Cash,0,10000.0,-
2023-04-26,Payment-in,879,"KAVITA STORES , Karaikal, Puducherry","SKT001273, SKT001269",Cash,0,20000.0,-
2023-04-26,Payment-in,878,RAJARAM BANGLES. JAYANKONDAM,SKT001201,Cash,0,20000.0,-
2023-04-26,Payment-in,877,"SANJAY FANCY STORE , Nagapattinam","SKT001171, SKT001151, SKT001016, SKT001014",Cash,0,30000.0,-
2023-04-25,Expense,1327,"","",Cash,50.0,0,-
2023-04-25,Payment-in,876,"SREE LAKSHMI FANCY  , ARANTHANGI",SKT001341,Cash,0,10000.0,-
2023-04-25,Payment-in,875,"BISMI CUT PIECE, THANJAUR","SKT001308, SKT001302, SKT001275",Cash,0,30000.0,-
2023-04-25,Payment-in,874,"RAJA CUT PIECE , KALLAKURICHI","",Cash,0,5000.0,-
2023-04-25,Payment-in,873,"SONA BANGLES , Kallakurichi","SKT001686, SKT001677, SKT001660, SKT001555",Cash,0,34100.0,-
2023-04-25,Payment-in,872,"RANUJA FANCY STORE , MANNARGUDI","SKT001339, SKT001320, SKT001285",Cash,0,10100.0,-
2023-04-25,Payment-in,870,"KRISHNA NOVELTY , Attur","SKT001123, SKT00991",Cash,0,7900.0,-
2023-04-25,Payment-in,869,Gayathri bangles. Thiruvarur,"SKT001351, SKT001276, SKT001169",Cash,0,11450.0,-
2023-04-25,Payment-in,868,"SHUNDA TRADERS , Salem",SKT001338,Cash,0,10000.0,-
2023-04-25,Payment-in,867,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI",SKT001305,Cash,0,15000.0,-
2023-04-25,Payment-in,866,"S. SEKAR TEXTILES , Chennai",SKT001071,Online,0,5691.0,-
2023-04-25,Payment-in,865,"JAI BHAVANI , Thiruthuraipoondi","SKT001161, SKT001118",Cash,0,5000.0,-
2023-04-24,Expense,1336,"","",Cash,220.0,0,-
2023-04-24,Expense,1326,"","",Cash,50.0,0,-
2023-04-24,Expense,1325,"","",Cash,30.0,0,-
2023-04-24,Expense,1324,"","",Cash,660.0,0,-
2023-04-24,Payment-in,864,"Sree LAKSHMI FANCY ,  Pattukottai","SKT00979, SKT00609",Cash,0,3000.0,-
2023-04-24,Payment-in,863,"Sri Jain Stores , THURAIYUR","",Cash,0,15500.0,-
2023-04-24,Payment-in,862,"BISMI CUT PIECE, PATTUKOTTAI","SKT001224, SKT001195",Cash,0,15000.0,-
2023-04-24,Payment-in,861,"SREE LAKSHMI FANCY  , ARANTHANGI","SKT001341, SKT001002",Cash,0,10000.0,-
2023-04-24,Payment-in,860,"BALAJI HOSIERY, Mysore","SKT001205, SKT001183, SKT001099",Cash,0,90000.0,-
2023-04-24,Payment-in,859,"SREE RAJENDRA TRADING COMPANY , Trichy",SKT001065,Cash,0,5000.0,-
2023-04-23,Payment-in,858,"RR GIFTS ,  CUDDALORE","SKT001173, SKT001141, SKT001136",Cash,0,20000.0,-
2023-04-21,Expense,1332,"","",Cash,1310.0,0,-
2023-04-20,Expense,1323,"","",Cash,30.0,0,-
2023-04-20,Expense,1322,"","",Cash,1500.0,0,-
2023-04-20,Expense,1321,"","",Cash,70.0,0,-
2023-04-19,Expense,1320,"","",Cash,140.0,0,-
2023-04-19,Payment-out,378,"EKTA FABRICS(KRISHNA) , AHMEDABAD","398, 352",Cash,36900.0,0,-
2023-04-19,Expense,1319,"","",Cash,200.0,0,-
2023-04-19,Expense,1318,"","",Cash,280.0,0,-
2023-04-18,Expense,1317,"","",Cash,100.0,0,-
2023-04-18,Payment-in,857,"VIVEK CAP AGENCY , Chennai",SKT001106,Cash,0,7150.0,-
2023-04-18,Expense,1316,"","",Cash,400.0,0,-
2023-04-18,Expense,1315,"","",Cash,140.0,0,-
2023-04-18,Expense,1314,"","",Cash,1500.0,0,-
2023-04-18,Payment-in,856,LALITHJI OSWAL,SKT001267,Cash,0,5280.0,-
2023-04-18,Payment-in,855,"SRI MURUGAN BANGLE STORE , TINDIVANAM",SKT001172,Cash,0,5000.0,-
2023-04-18,Expense,1313,"","",Cash,40.0,0,-
2023-04-18,Expense,1312,"","",Cash,60.0,0,-
2023-04-15,Expense,1311,"","",Cash,30.0,0,-
2023-04-15,Expense,1310,"","",Cash,140.0,0,-
2023-04-15,Expense,1309,"","",Cash,50.0,0,-
2023-04-14,Expense,1308,"","",Cash,350.0,0,-
2023-04-14,Expense,1307,"","",Cash,30.0,0,-
2023-04-13,Expense,1306,"","",Cash,220.0,0,-
2023-04-13,Expense,1305,"","",Cash,70.0,0,-
2023-04-13,Payment-out,377,"SHA HANJARIMAL DEVICHAND , Perambalur","",Cash,1820.0,0,-
2023-04-13,Expense,1304,"","",Cash,30.0,0,-
2023-04-13,Expense,1303,"","",Cash,70.0,0,-
2023-04-13,Expense,1302,"","",Bank,1991.0,0,-
2023-04-13,Expense,1301,"","",Cash,4560.0,0,-
2023-04-13,Expense,1300,"","",Cash,4750.0,0,-
2023-04-13,Expense,1299,"","",Cash,750.0,0,-
2023-04-12,Payment-in,854,HANEEFA TEXTILES,SKT001217,Online,0,23520.0,-
2023-04-12,Expense,1298,"","",Cash,40.0,0,-
2023-04-12,Payment-out,376,"SUBH LAKSHMI MARKETING , Chennai",416,Cash,14300.0,0,-
2023-04-12,Expense,1297,"","",Cash,200.0,0,-
2023-04-12,Expense,1296,"","",Cash,140.0,0,-
2023-04-12,Expense,1295,"","",Cash,1250.0,0,-
2023-04-12,Payment-out,375,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","409, 404, 403, 396",Cash,100000.0,0,-
2023-04-11,Expense,1294,"","",Cash,1500.0,0,-
2023-04-11,Expense,1293,"","",Cash,210.0,0,-
2023-04-11,Expense,1292,"","",Cash,100.0,0,-
2023-04-11,Payment-in,853,"LABDHEE ENTERPRISES , Chennai","SKT001313, SKT001296",Cash,0,3250.0,-
2023-04-11,Payment-out,374,"ASHOKAA. , Komarapalayam","419, 408, 363",Cash,30550.0,0,-
2023-04-11,Payment-in,852,"RAJA CUT PIECE , KALLAKURICHI",SKT001197,Cash,0,5000.0,-
2023-04-10,Expense,1291,"","",Cash,30.0,0,-
2023-04-10,Expense,1290,"","",Cash,140.0,0,-
2023-04-10,Expense,1289,"","",Cash,550.0,0,-
2023-04-10,Expense,1288,"","",Cash,500.0,0,-
2023-04-08,Expense,1287,"","",Cash,140.0,0,-
2023-04-08,Expense,1286,"","",Cash,40.0,0,-
2023-04-07,Expense,1285,"","",Cash,120.0,0,-
2023-04-07,Expense,1284,"","",Cash,150.0,0,-
2023-04-07,Expense,1283,"","",Cash,550.0,0,-
2023-04-07,Expense,1282,"","",Cash,150.0,0,-
2023-04-07,Expense,1281,"","",Cash,50.0,0,-
2023-04-07,Payment-in,851,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001280, SKT001149",Online,0,12240.0,-
2023-04-07,Sales Invoice,SKT001374,Cash Sale,"",Cash,0,320.0,-
2023-04-06,Payment-in,850,"SHIV SHAKTI FANCY STORE , PATTUKOTTAI,",SKT001215,Online,0,7600.0,-
2023-04-06,Expense,1280,"","",Cash,30.0,0,-
2023-04-06,Expense,1279,"","",Cash,150.0,0,-
2023-04-06,Expense,1278,"","",Cash,1320.0,0,-
2023-04-06,Expense,1277,"","",Cash,200.0,0,-
2023-04-06,Payment-in,849,"RATAN FANCY STORE , TRICHY","SKT001281, SKT001147",Cash,0,40537.0,-
2023-04-05,Expense,1276,"","",Cash,320.0,0,-
2023-04-05,Expense,1275,"","",Cash,50.0,0,-
2023-04-05,Expense,1274,"","",Cash,50.0,0,-
2023-04-05,Payment-out,373,"SUBH LAKSHMI MARKETING , Chennai",418,Cash,11570.0,0,-
2023-04-05,Expense,1273,"","",Bank,15000.0,0,-
2023-04-05,Expense,1272,"","",Cash,440.0,0,-
2023-04-05,Payment-out,372,"RAMDEV TRADING COMPANY , AHMEDABAD",399,Online,16800.0,0,-
2023-04-05,Payment-out,371,"RAMDEV TRADING COMPANY , AHMEDABAD","399, 390",Cash,34900.0,0,-
2023-04-04,Expense,1271,"","",Cash,600.0,0,-
2023-04-04,Expense,1270,"","",Cash,50.0,0,-
2023-04-04,Expense,1269,"","",Cash,190.0,0,-
2023-04-04,Expense,1268,"","",Cash,250.0,0,-
2023-04-04,Expense,1267,"","",Cash,1100.0,0,-
2023-04-04,Expense,1266,"","",Cash,30.0,0,-
2023-04-04,Payment-in,848,"LABDHEE ENTERPRISES , Chennai",SKT001296,Cash,0,2040.0,-
2023-04-03,Expense,1265,"","",Cash,450.0,0,-
2023-04-03,Expense,1264,"","",Cash,1020.0,0,-
2023-04-03,Payment-in,847,"AJ TEXTILES , Villupram",SKT001266,Cash,0,650.0,-
2023-04-03,Expense,1263,"","",Cash,90.0,0,-
2023-04-03,Expense,1262,"","",Cash,290.0,0,-
2023-04-03,Payment-in,846,"SHIVA SHAKTI BANGLES , TINDIVANAM","SKT001054, SKT00982",Cash,0,20000.0,-
2023-04-03,Payment-in,845,"AJ TEXTILES , Villupram",SKT001266,Cash,0,1175.0,-
2023-04-01,Payment-out,370,"SUBH LAKSHMI MARKETING , Chennai","416, 406, 405",Cash,9800.0,0,-
2023-04-01,Expense,1261,"","",Cash,200.0,0,-
2023-04-01,Expense,1260,"","",Cash,10500.0,0,-
2023-04-01,Expense,1259,"","",Cash,50.0,0,-
2023-04-01,Payment-out,369,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-04-01,Expense,1258,"","",Cash,15000.0,0,-
2023-04-01,Expense,1257,"","",Cash,300.0,0,-
2023-04-01,Expense,1256,"","",Cash,260.0,0,-
2023-04-01,Payment-in,844,"AJ TEXTILES , Villupram","SKT001266, SKT001048",Online,0,8700.0,-
2023-04-01,Payment-in,843,"DIAMOND BANGLE STORE , MADURANTHAGAM","SKT001219, SKT001212, SKT001184",Cash,0,10000.0,-
,Opening Balance,,,,,,,-
